OBJECTID,BdVal,BdName,Requests,Returns,PercentReturned,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
225,0725,SAN MONTEGO,228,114,0.5,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3521257.71484375,7822.17648332676
226,0924,WITTMANN,2279,1231,0.540149,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,153660544.574219,68603.2748806157
227,0642,PIMA,2082,1240,0.595581,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2762945.42578125,7724.62314127558
228,0281,FESTIVAL,1956,1674,0.855828,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7645590.28515625,13493.7042495016
229,0466,LONGMORE,962,377,0.391891,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6424808.375,15233.8446289791
230,0404,JOHN CABOT,2698,1414,0.524091,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6539048.078125,11758.2663934857
231,0525,MOHAVE,2689,1638,0.609148,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4231506.9609375,11338.6755430261
232,0100,CANTERBURY,2308,1544,0.668977,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3493858.3046875,10041.0403380904
233,0438,LAS SENDAS,3008,2025,0.673204,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8049380.31640625,13564.2396271053
234,0243,DURANGO,2374,989,0.416596,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13097434.3867188,20692.1726755597
235,0856,TURNEY,3079,1685,0.547255,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3280616.0,9784.8594635323
236,0761,SILVERADO,3614,1463,0.404814,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5631672.390625,10614.4625289834
237,0150,COLTER,1262,474,0.375594,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1933797.484375,6009.97148873666
238,0045,AVONDALE,1367,467,0.341623,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5487217.48828125,11886.7484290376
239,0692,RIO VERDE,4691,3414,0.727776,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,77250256.328125,64983.4573847145
240,0495,MARTIN,800,356,0.445,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,275559422.914063,87332.746833537
241,0400,JANICE,1763,958,0.543391,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3160144.92578125,8160.06316323285
242,0318,GLENCROFT,2198,1013,0.460873,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3578921.94921875,7576.42048510864
243,0898,WESTRIDGE,2110,539,0.25545,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16712013.4023438,19126.1107821222
244,0820,SURPRISE,1940,920,0.474226,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5944696.984375,11791.972293032
245,0502,MCDONALD,698,474,0.679083,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1145953.57421875,4507.88667112817
246,0112,CARVER,2909,1502,0.516328,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11040898.0859375,18641.476723035
247,0066,BLOOM,1683,831,0.493761,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3739785.69921875,9661.3750718935
248,0666,PYRAMID PEAK,2824,1624,0.57507,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7270366.8671875,12354.4744296091
249,0105,CARDINAL,2822,1901,0.673635,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9579173.0625,13793.8713995268
250,0702,ROESER,3607,1376,0.38148,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8087756.40234375,13975.9140022772
251,0676,RED MOUNTAIN,2965,1908,0.643507,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13613949.46875,17935.9014045334
252,0758,SIESTA,1148,674,0.587108,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867986.37890625,5779.19336502632
253,0202,DEERVIEW,708,385,0.543785,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1888567.05078125,5832.18430251927
254,0451,LIME,592,291,0.491554,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697336.8203125,7692.87797742629
255,0460,LONE BUTTE,21,5,0.238095,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,258941586.8125,68359.2411399219
256,0195,DALLAS,3434,1553,0.452242,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8167757.875,14988.3166882592
257,0094,CAMBRIDGE,470,159,0.338297,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,999396.671875,3984.75023688963
258,0479,MADISON PARK,3081,1594,0.517364,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5157612.16015625,12744.6954313236
259,0612,PALO VERDE,4034,1953,0.484134,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5528625.15625,9595.84961450252
260,0234,DOVE VALLEY,1978,1035,0.523255,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11474393.1679688,15517.4055165311
261,0174,COTTONWOOD COUNTRY CLUB,3681,2924,0.794349,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7463704.8046875,11580.2642706129
262,0437,LAS COLINAS,3459,1631,0.471523,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7066748.64453125,13701.2017246393
263,0694,RIVERSIDE,2360,745,0.315677,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,35439980.0859375,27849.339583024
264,0510,MESA GRAND,1052,457,0.43441,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1845738.8125,5754.45061711741
265,0625,PEAK VIEW,2229,1640,0.735755,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,20198894.0664063,20347.437876802
266,0030,ARCADIA,2416,1486,0.615066,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3773772.62890625,7780.43275552885
267,0137,CLEARWATER,1072,761,0.709888,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7655273.7421875,12227.1424287508
268,0506,MCQUEEN,2911,1591,0.546547,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697721.8359375,7689.80466948717
269,0682,REFLECTION,692,335,0.484104,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1707692.96484375,5785.24619995103
270,0248,EASTMARK,2700,1453,0.538148,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2813676.00390625,6798.86362160296
271,0851,TRILOGY,3149,1447,0.45951,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4113319.33203125,8468.22234016476
272,0732,SANTA MARIA,1400,371,0.265,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5471767.0859375,9584.70704735587
273,0285,FLYNN,1043,356,0.341323,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1846189.98828125,5777.20141665135
274,0191,CULVER,1386,420,0.30303,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1870129.8671875,5797.74160847122
275,0188,CROSSROADS PARK,2146,1025,0.477632,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4512337.1328125,11126.6122675093
276,0082,BUFFALO RIDGE,3004,1691,0.562916,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5692958.54296875,11766.6910609669
277,0621,PARKWOOD,1695,824,0.486135,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4978406.171875,9786.08594465191
278,0821,SURPRISE FARMS,2501,1197,0.478608,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3661108.36328125,7613.66897242707
279,0536,MOUNTAIN GATE,2402,1364,0.56786,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4674225.9375,12123.7812725081
280,0853,TULANE,2406,1360,0.565253,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7448299.421875,11588.4590968099
281,0329,GRAND,4441,3839,0.864444,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11780517.125,19835.2917526856
282,0180,COYOTE LAKES,1607,844,0.525202,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7331281.97265625,13993.8099245336
283,0867,VELERO,1185,661,0.557805,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1914337.8359375,6196.51291731346
284,0310,GERONIMO,1240,654,0.527419,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867763.4765625,5790.14062793729
285,0405,JOMAX,19,9,0.473684,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,518359.44921875,4617.55650727113
286,0106,CAREFREE,2752,2100,0.763081,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,33105314.7539063,39153.1170322731
287,0098,CAMPBELL PARK,1512,841,0.556216,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3901358.64453125,9711.34297708001
288,0163,CORDES,1910,712,0.372774,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7773885.69140625,12204.4073333628
289,0854,TUMBLEWEED,2994,810,0.270541,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5559803.90234375,11479.1910449457
290,0693,RITTENHOUSE,4101,2128,0.518897,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12085216.7148438,16698.516076478
291,0912,WIKIEUP,1268,636,0.501577,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2066578.27734375,6158.08226656059
292,0659,POWDERHORN RANCH,796,523,0.657035,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2315879.3671875,6714.64903676202
293,0717,SAHUARO RANCH,1625,827,0.508923,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611168.60546875,7609.94506146077
294,0895,WESTBROOK,2935,2047,0.697444,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5276064.2734375,9199.97540944051
295,0499,MAYFLOWER,3039,1654,0.544257,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3818105.55078125,7817.4854395429
296,0916,WILLIAMS FIELD,2290,1120,0.489082,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,54304796.515625,34282.3129416477
297,0103,CANYON SPRINGS,1711,916,0.535359,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10189673.1914063,21641.7758216627
298,0740,SENNIA VISTA,3168,977,0.308396,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11603921.3046875,18425.2572498533
299,0875,VINEYARD,2663,1366,0.512955,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11140003.8671875,13508.178119349
300,0689,RIO MONTANA,1911,1307,0.683935,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7486360.2890625,14771.8071012214
301,0387,HORSESHOE,3164,1863,0.588811,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5587538.93359375,9717.35727289586
302,0292,FOXWOOD,1505,831,0.552159,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2713051.3828125,6665.45517381977
303,0485,MANISTEE,1327,509,0.383571,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4386771.93359375,10366.2874190861
304,0313,GILA,2972,1360,0.457604,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4963133.7265625,11217.4525904136
305,0469,LOS GATOS,3301,1969,0.596485,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7520170.02734375,11746.5573562567
306,0746,SHADY GLEN,1650,762,0.461818,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3349302.984375,7341.03862729964
307,0311,GETTY,1829,827,0.452159,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25372598.0703125,29174.126310193
308,0644,PINNACLE PEAK,3189,2497,0.783004,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,109187964.742188,60872.84650126
309,0899,WESTWARD HO,3542,1667,0.470638,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4195690.30078125,10075.2881495972
310,0429,LAKEVIEW,1260,980,0.777777,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2935639.734375,7884.46272145215
311,0344,GUERRERO,2354,850,0.361087,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5501720.234375,11499.0413757703
312,0738,SCUDDER,3003,1840,0.61272,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3837729.9375,8039.91183440149
313,0886,WATER WORKS,2549,1338,0.524911,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2943685.25,11667.8161298515
314,0420,KINGS,3198,1459,0.456222,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5677031.82421875,9831.14293325963
315,0671,RAINTREE,1809,1061,0.586511,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2444382.22265625,6444.36018870836
316,0109,CAROL ANN,3083,1499,0.486214,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6416236.37109375,11535.8832787339
317,0406,JOSHUA TREE,4161,2910,0.699351,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7955480.4375,12031.6320225768
318,0790,STELLAR,3800,2221,0.584473,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6781523.57421875,11937.4134678315
319,0079,BROOKS FARM,2921,1595,0.546045,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9451995.140625,13587.1584452876
320,0582,OAKWOOD COUNTRY CLUB,4122,3354,0.813682,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7380507.03125,11430.6376978051
321,0349,HAPPY VALLEY,2343,1340,0.571916,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6353231.42578125,10716.2669007416
322,0083,BULLARD,19,6,0.315789,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,489059550.570313,128902.345804243
323,0518,MILLS,705,310,0.439716,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1938449.953125,5906.28937133726
324,0324,GOLDEN EAGLE,3501,2691,0.768637,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25901979.265625,23230.5197649288
325,0039,ASTER,1708,1081,0.632903,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4434866.65234375,8835.82887632854
326,0269,ESCUDA,1096,576,0.525547,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1804135.55078125,5777.74216805508
327,0769,SONOQUI,3572,1882,0.526875,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21858246.2460938,19111.1092477172
328,0107,CARL,2480,775,0.3125,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3660949.05859375,7653.24389940833
329,0745,SHADOW ROCK,2167,1481,0.683433,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5998299.16796875,13827.2976766747
330,0342,GROVES,3724,1993,0.535177,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9498796.82421875,18277.7562475074
331,0133,CITRUS GARDENS,2698,1592,0.590066,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3722774.703125,7716.10056315385
332,0817,SUNSET RIDGE,635,309,0.486614,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2804284.2109375,9607.34221241201
333,0935,ZUNI HILLS,4914,2574,0.523809,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19216562.7539063,29818.3097929859
334,0862,VALENCIA,398,174,0.437185,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6081602.75390625,10634.61045195
335,0435,LARKSPUR,810,474,0.585185,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,949021.70703125,3896.0250720649
336,0522,MISSION,2656,1395,0.525225,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3748676.9453125,7732.3672897855
337,0763,SKY HAWK,1181,1000,0.84674,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2740899.5078125,7913.39047223553
338,0818,SUNUP,1631,790,0.484365,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2151032.453125,6748.4187582954
339,0548,NICOLET,1834,789,0.430207,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2897114.828125,8165.62548808988
340,0804,SUNCLIFF,1601,733,0.457838,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3755056.3515625,7746.11725419549
341,0225,DEVONSHIRE,3935,1988,0.505209,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8819170.41015625,13393.7359196315
342,0433,LANTANA CANYON,2080,1130,0.543269,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7898206.04296875,12492.0307277598
343,0298,FULTON RANCH,3346,2178,0.650926,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8419560.37109375,12597.2973718499
344,0515,MICHELLE,1079,581,0.538461,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1859346.4921875,5776.36478781803
345,0723,SAN MICHELLE,4059,2227,0.548657,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8950523.19921875,16793.9252800759
346,0646,PINON,3302,1638,0.496062,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5649111.92578125,9883.56751868812
347,0614,PAPAGO PARK,1287,520,0.40404,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10854986.375,16285.8262568091
348,0903,WHITE TANK,195,121,0.620512,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,474294746.109375,115284.638663391
349,0381,HOLMES,2835,831,0.293121,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4357690.625,9012.14980313917
350,0833,TIERRA ESTE,1600,852,0.5325,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2775396.03125,8503.19680783853
351,0706,ROSE,2571,1160,0.451186,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3730337.16015625,7726.14341161762
352,0480,MADRID,2109,663,0.314366,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8735902.78125,14378.9154392481
353,0654,PONDEROSA,1471,672,0.456832,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3567234.4765625,7548.08638107738
354,0655,PORT ROYALE,1791,896,0.500279,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611752.96875,7628.54543765867
355,0678,REDSTONE,2353,1931,0.820654,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11727760.3984375,17527.5001510204
356,0600,PALISADES,2439,1778,0.728987,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11206384.9296875,15898.31440671
357,0124,CHEATHAM,1986,824,0.414904,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3666848.078125,7736.50532796166
358,0116,CAVE CREEK,3157,2181,0.690845,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,364363444.925781,94805.7700923287
359,0215,DESERT MIRAGE,2070,986,0.476328,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3710675.1875,7705.80093317914
360,0661,PRASADA,1618,978,0.604449,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11067751.9414063,15166.5782883155
361,0035,ARTESIAN,2244,1222,0.544563,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2685979.9140625,6693.38961105096
362,0207,DESERT BLOSSOM,1631,1076,0.659717,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6310259.31640625,11803.7475523924
363,0863,VALENCIA GROVES,2396,1148,0.479131,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3727199.4609375,7724.54313165366
364,0218,DESERT ROSE,1844,939,0.509219,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2777777.03125,7675.92136678387
365,0445,LEHI,1750,915,0.522857,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7403294.37109375,15446.939263882
366,0430,LAKEWOOD,3275,2049,0.625648,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3713686.9296875,7707.66157777024
367,0620,PARKRIDGE,3644,1869,0.512897,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5396625.37890625,9611.39249178162
368,0050,BANFF,2969,1433,0.482654,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685325.41796875,7720.18209832715
369,0779,SPANISH GARDEN,1993,1455,0.730055,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3988078.98046875,9152.01373671335
370,0786,ST MORITZ,1649,767,0.46513,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2827310.50390625,8016.89443062552
371,0844,TOWNLEY,739,297,0.401894,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1754968.39453125,5527.45943839272
372,0747,SHALIMAR,1077,709,0.65831,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1833424.70703125,5763.72711655609
373,0255,EL MIRAGE,3481,1234,0.354495,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9483563.9609375,16228.0500574005
374,0636,PERRYVILLE,485,236,0.486597,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11240691.0195313,15520.6580452454
375,0932,YUCCA,2290,1565,0.683406,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5654690.53515625,10821.0930565461
376,0272,EUCLID,3149,1793,0.569387,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6748205.44140625,14024.3768302243
377,0538,MOUNTAIN VISTA,2147,1386,0.645551,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,369790691.476563,101385.302872144
378,0800,SUN LAKES COUNTRY CLUB,1979,1431,0.723092,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3808398.4140625,7928.07059529082
379,0178,COYOTE BASIN,2179,1391,0.638366,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10986426.2148438,15193.3703981308
380,0722,SAN MARCOS,1959,890,0.454313,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3647550.75390625,8033.35602947214
381,0448,LIBBY,1654,862,0.52116,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2922477.671875,7960.96268584714
382,0169,CORTESSA,2615,1259,0.481453,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11164562.3164063,15394.5929481564
383,0247,DYSART,1123,624,0.555654,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21831687.0664063,24520.5823022809
384,0410,JUNE,5,0,0.0,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,685998.03125,3967.3430202053
385,0891,WEST PLAZA,1172,437,0.372866,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1825860.33203125,5762.76060121783
